# Constructed from biom file
#OTU ID	S1A015	S1A1530	S1A3050	S1A5075	S1B07	S1B2230	S1B3040	S1B6575	S2A1727	S2A3545	S2A5060	S2A515	S2B07	S2B1522	S2B3040	S2B5565	S3A07	S3A1522	S3A3040	S3A6070	S3B2030	S3B3545	S3B6070	S4B07	S4B1522	S4B3040	S4B5565	S5A07	S5A1522	S5A3040	S5A5565	S5B07	S5B1522	S5B3040	S5B5060	S6A07	S6A1522	S6A3040	S6B07	S6B1522	S6B3040	S7A07	S7A1522	S7A3040	S7A5060	S7B07	S7B1522	S7B5060	taxonomy
ASV_1753	0.0	0.0	11.0	0.0	13.0	11.0	9.0	9.0	15.0	11.0	17.0	0.0	11.0	12.0	3.0	0.0	13.0	0.0	0.0	3.0	13.0	15.0	48.0	6.0	14.0	0.0	3.0	26.0	16.0	14.0	0.0	12.0	0.0	10.0	11.0	16.0	0.0	3.0	25.0	32.0	17.0	15.0	0.0	11.0	0.0	0.0	0.0	12.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Dysgonomonadaceae
ASV_3207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	2.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Pelomonas
ASV_881	0.0	69.0	26.0	26.0	7.0	0.0	0.0	4.0	0.0	5.0	0.0	12.0	11.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	16.0	28.0	0.0	3.0	11.0	37.0	3.0	12.0	11.0	17.0	11.0	21.0	57.0	16.0	13.0	104.0	83.0	28.0	51.0	35.0	3.0	0.0	40.0	19.0	d__Bacteria; p__Acidobacteriota; c__Subgroup_18; o__Subgroup_18; f__Subgroup_18; g__Subgroup_18; s__uncultured_Acidobacterium
ASV_2661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	21.0	7.0	0.0	9.0	48.0	10.0	30.0	9.0	4.0	2.0	52.0	96.0	12.0	d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira
ASV_5856	0.0	4.0	0.0	3.0	2.0	0.0	0.0	0.0	7.0	2.0	8.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	7.0	3.0	0.0	18.0	10.0	12.0	0.0	0.0	12.0	0.0	0.0	31.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__GIF9; f__AB-539-J10; g__SCGC-AB-539-J10
ASV_7130	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	13.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	0.0	13.0	23.0	0.0	10.0	10.0	0.0	0.0	5.0	6.0	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__S-BQ2-57_soil_group; f__S-BQ2-57_soil_group; g__S-BQ2-57_soil_group; s__uncultured_bacterium
ASV_3856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	6.0	10.0	65.0	21.0	30.0	15.0	0.0	0.0	0.0	16.0	2.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__A0839; g__A0839; s__uncultured_bacterium
ASV_4065	0.0	0.0	0.0	0.0	0.0	7.0	6.0	34.0	0.0	2.0	26.0	12.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	15.0	13.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Verrucomicrobiota; c__Chlamydiae; o__LD1-PA32; f__LD1-PA32; g__LD1-PA32; s__uncultured_bacterium
ASV_4933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	12.0	0.0	37.0	12.0	0.0	21.0	30.0	0.0	0.0	12.0	21.0	d__Bacteria; p__Acidobacteriota; c__Aminicenantia; o__Aminicenantales; f__Aminicenantales; g__Aminicenantales
ASV_3205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	7.0	9.0	11.0	13.0	0.0	11.0	9.0	7.0	0.0	0.0	0.0	0.0	41.0	39.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Desulfobacterota; c__Desulfobaccia; o__Desulfobaccales; f__Desulfobaccaceae; g__Desulfobacca; s__uncultured_delta
ASV_2799	14.0	20.0	10.0	16.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	11.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	11.0	2.0	10.0	4.0	32.0	41.0	7.0	18.0	8.0	18.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__LCP-89; c__LCP-89; o__LCP-89; f__LCP-89; g__LCP-89; s__uncultured_bacterium
ASV_6203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	7.0	0.0	3.0	2.0	0.0	7.0	17.0	3.0	21.0	15.0	2.0	0.0	9.0	21.0	3.0	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Candidatus_Moranbacteria; f__Candidatus_Moranbacteria; g__Candidatus_Moranbacteria; s__Candidatus_Moranbacteria
ASV_4226	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	13.0	0.0	7.0	25.0	2.0	0.0	0.0	0.0	6.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	10.0	2.0	0.0	5.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.0	5.0	0.0	0.0	0.0	2.0	d__Bacteria; p__Zixibacteria; c__Zixibacteria; o__Zixibacteria; f__Zixibacteria; g__Zixibacteria
ASV_514	15.0	8.0	9.0	31.0	19.0	0.0	0.0	4.0	0.0	28.0	9.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	46.0	49.0	6.0	3.0	16.0	20.0	0.0	11.0	22.0	30.0	0.0	12.0	80.0	57.0	0.0	14.0	175.0	3.0	174.0	97.0	16.0	0.0	74.0	184.0	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae
ASV_5586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	3.0	35.0	29.0	9.0	0.0	27.0	3.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Acidobacteriota; c__Subgroup_5; o__Subgroup_5; f__Subgroup_5; g__Subgroup_5; s__uncultured_bacterium
ASV_2466	3.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	4.0	0.0	2.0	4.0	4.0	2.0	0.0	3.0	0.0	4.0	4.0	3.0	24.0	26.0	5.0	12.0	39.0	9.0	30.0	54.0	26.0	4.0	21.0	32.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Terrimonas
ASV_680	0.0	0.0	0.0	0.0	0.0	16.0	58.0	135.0	3.0	6.0	11.0	6.0	0.0	0.0	15.0	5.0	4.0	116.0	34.0	8.0	5.0	19.0	272.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	247.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Sva0485; c__Sva0485; o__Sva0485; f__Sva0485; g__Sva0485; s__uncultured_delta
ASV_394	0.0	0.0	0.0	0.0	0.0	52.0	0.0	49.0	0.0	22.0	51.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	27.0	394.0	0.0	0.0	4.0	9.0	0.0	0.0	0.0	7.0	0.0	0.0	11.0	902.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__GIF9; f__AB-539-J10; g__SCGC-AB-539-J10; s__uncultured_Chloroflexi
ASV_3833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	108.0	45.0	34.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	8.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Hydrogenophilaceae; g__uncultured
ASV_2409	10.0	5.0	13.0	2.0	10.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	8.0	0.0	0.0	0.0	12.0	11.0	0.0	0.0	3.0	4.0	2.0	0.0	33.0	0.0	0.0	43.0	63.0	22.0	43.0	2.0	0.0	0.0	26.0	15.0	0.0	d__Bacteria; p__NB1-j; c__NB1-j; o__NB1-j; f__NB1-j; g__NB1-j
ASV_4943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	5.0	0.0	0.0	19.0	0.0	11.0	4.0	15.0	0.0	0.0	62.0	0.0	0.0	15.0	0.0	0.0	0.0	11.0	4.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__Steroidobacter
ASV_7762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	25.0	39.0	4.0	0.0	7.0	15.0	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__AKAU3564_sediment_group; g__AKAU3564_sediment_group; s__uncultured_bacterium
ASV_504	0.0	0.0	0.0	0.0	0.0	17.0	50.0	108.0	45.0	17.0	48.0	38.0	0.0	46.0	61.0	30.0	0.0	73.0	54.0	41.0	51.0	61.0	491.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__MSBL5; f__MSBL5; g__MSBL5; s__uncultured_bacterium
ASV_2725	0.0	2.0	0.0	0.0	0.0	13.0	4.0	16.0	4.0	5.0	10.0	17.0	0.0	10.0	10.0	4.0	0.0	11.0	7.0	2.0	13.0	3.0	72.0	0.0	0.0	10.0	5.0	2.0	0.0	0.0	10.0	0.0	4.0	21.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__Sh765B-TzT-20; f__Sh765B-TzT-20; g__Sh765B-TzT-20; s__uncultured_bacterium
ASV_3143	0.0	0.0	0.0	3.0	0.0	5.0	0.0	9.0	14.0	0.0	5.0	10.0	0.0	0.0	8.0	0.0	0.0	49.0	7.0	0.0	23.0	13.0	39.0	0.0	0.0	17.0	3.0	0.0	0.0	0.0	11.0	0.0	0.0	16.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__t0.6.f; f__t0.6.f; g__t0.6.f; s__uncultured_bacterium
ASV_1698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.0	4.0	16.0	6.0	8.0	0.0	0.0	10.0	7.0	0.0	31.0	39.0	6.0	15.0	10.0	129.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	15.0	7.0	4.0	0.0	0.0	5.0	0.0	0.0	16.0	4.0	0.0	0.0	11.0	3.0	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Spirochaetales; f__Spirochaetaceae; g__Spirochaeta
ASV_6007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	3.0	0.0	4.0	8.0	0.0	26.0	68.0	6.0	0.0	0.0	9.0	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__Ellin516; s__uncultured_bacterium
ASV_3938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	19.0	3.0	12.0	10.0	0.0	53.0	45.0	10.0	0.0	9.0	18.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Zavarziniales; f__uncultured; g__uncultured; s__metagenome
ASV_6701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	39.0	6.0	3.0	26.0	16.0	0.0	0.0	11.0	8.0	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Pir4_lineage; s__uncultured_bacterium
ASV_104	59.0	54.0	34.0	53.0	144.0	83.0	79.0	81.0	38.0	102.0	87.0	53.0	85.0	25.0	61.0	40.0	47.0	83.0	26.0	30.0	94.0	120.0	422.0	81.0	51.0	73.0	55.0	325.0	139.0	127.0	90.0	95.0	83.0	47.0	139.0	45.0	56.0	68.0	218.0	243.0	186.0	96.0	81.0	89.0	32.0	48.0	65.0	173.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Morganellaceae; g__Morganella
ASV_4142	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	8.0	0.0	0.0	13.0	0.0	0.0	112.0	0.0	0.0	0.0	18.0	6.0	3.0	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Spirochaetales; f__Spirochaetaceae; g__Spirochaeta; s__uncultured_Spirochaetes
ASV_264	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	69.0	19.0	5.0	10.0	45.0	9.0	36.0	0.0	23.0	11.0	9.0	0.0	167.0	58.0	25.0	202.0	323.0	121.0	264.0	183.0	93.0	17.0	106.0	269.0	98.0	d__Bacteria; p__Sva0485; c__Sva0485; o__Sva0485; f__Sva0485; g__Sva0485
ASV_7319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	79.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__Fluviicola
ASV_2217	0.0	0.0	3.0	2.0	36.0	0.0	0.0	2.0	0.0	9.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.0	5.0	0.0	7.0	53.0	21.0	13.0	0.0	63.0	26.0	37.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota
ASV_466	0.0	0.0	0.0	0.0	0.0	21.0	23.0	34.0	196.0	32.0	65.0	203.0	0.0	27.0	117.0	26.0	0.0	5.0	3.0	0.0	152.0	87.0	115.0	0.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	14.0	114.0	42.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	7.0	21.0	12.0	0.0	3.0	11.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__GIF9; f__AB-539-J10; g__SCGC-AB-539-J10
ASV_7056	0.0	8.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	13.0	17.0	0.0	0.0	0.0	9.0	13.0	0.0	4.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__SB-5; g__SB-5; s__uncultured_bacterium
ASV_1138	7.0	10.0	8.0	6.0	16.0	8.0	4.0	14.0	6.0	8.0	23.0	13.0	12.0	9.0	10.0	5.0	9.0	2.0	3.0	0.0	21.0	6.0	68.0	7.0	4.0	15.0	0.0	52.0	29.0	20.0	8.0	11.0	15.0	5.0	31.0	9.0	6.0	10.0	30.0	41.0	21.0	16.0	8.0	12.0	0.0	11.0	16.0	23.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_camelliae
ASV_5983	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	9.0	0.0	19.0	13.0	2.0	21.0	21.0	5.0	0.0	3.0	5.0	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__ADurb.Bin180; f__ADurb.Bin180; g__ADurb.Bin180; s__uncultured_bacterium
ASV_5249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	133.0	0.0	0.0	9.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Curvibacter
ASV_2743	0.0	0.0	0.0	0.0	0.0	6.0	6.0	30.0	7.0	14.0	48.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	10.0	51.0	108.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Desulfobacterota; c__uncultured; o__uncultured; f__uncultured; g__uncultured; s__uncultured_delta
ASV_4209	0.0	0.0	0.0	0.0	0.0	16.0	0.0	6.0	13.0	13.0	24.0	5.0	0.0	6.0	7.0	0.0	0.0	0.0	0.0	0.0	12.0	8.0	56.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia
ASV_936	4.0	14.0	31.0	31.0	28.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	18.0	5.0	13.0	6.0	80.0	85.0	0.0	38.0	46.0	46.0	19.0	24.0	21.0	5.0	9.0	4.0	65.0	49.0	27.0	7.0	0.0	23.0	11.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Hydrogenophilaceae; g__uncultured; s__uncultured_beta
ASV_5634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0	24.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae
ASV_599	103.0	80.0	54.0	26.0	7.0	0.0	0.0	0.0	0.0	3.0	0.0	5.0	50.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	122.0	94.0	21.0	23.0	87.0	172.0	57.0	0.0	59.0	36.0	65.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Sandaracinaceae; g__uncultured; s__uncultured_delta
ASV_6375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	5.0	6.0	2.0	4.0	22.0	12.0	0.0	0.0	0.0	3.0	5.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	16.0	0.0	17.0	5.0	0.0	0.0	0.0	3.0	d__Bacteria; p__LCP-89; c__LCP-89; o__LCP-89; f__LCP-89; g__LCP-89; s__uncultured_bacterium
ASV_4333	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	11.0	63.0	70.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__uncultured
ASV_5378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	30.0	0.0	11.0	101.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Bacteroidota; c__Ignavibacteria; o__Ignavibacteriales; f__PHOS-HE36; g__PHOS-HE36; s__uncultured_bacterium
ASV_3462	35.0	32.0	39.0	36.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	10.0	0.0	0.0	2.0	31.0	15.0	0.0	8.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__NB1-j; c__NB1-j; o__NB1-j; f__NB1-j; g__NB1-j; s__uncultured_bacterium
ASV_5504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	13.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	24.0	28.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Armatimonadota; c__uncultured; o__uncultured; f__uncultured; g__uncultured; s__uncultured_bacterium
ASV_5044	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	16.0	11.0	16.0	13.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	3.0	7.0	7.0	0.0	0.0	18.0	11.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota; s__uncultured_Latescibacteria
ASV_4308	0.0	0.0	0.0	0.0	0.0	8.0	3.0	9.0	8.0	5.0	18.0	15.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	21.0	26.0	43.0	0.0	0.0	5.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	6.0	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfatiglandales; f__Desulfatiglandaceae; g__Desulfatiglans
