# Constructed from biom file
#OTU ID	S1A015	S1A1530	S1A3050	S1A5075	S1B07	S1B2230	S1B3040	S1B6575	S2A1727	S2A3545	S2A5060	S2A515	S2B07	S2B1522	S2B3040	S2B5565	S3A07	S3A1522	S3A3040	S3A6070	S3B2030	S3B3545	S3B515	S3B6070	S4B07	S4B1522	S4B3040	S4B5565	S5A07	S5A1522	S5A3040	S5A5565	S5B07	S5B1522	S5B3040	S5B5060	S6A07	S6A1522	S6A3040	S6B07	S6B1522	S6B3040	S7A07	S7A1522	S7A3040	S7A5060	S7B07	S7B1522	S7B3040	S7B5060	taxonomy
ASV_7070	0.0	0.0	10.0	0.0	0.0	10.0	0.0	24.0	0.0	0.0	4.0	7.0	0.0	18.0	13.0	5.0	56.0	11.0	16.0	0.0	8.0	0.0	4.0	19.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	10.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__RBG-13-54-9; f__RBG-13-54-9; g__RBG-13-54-9
ASV_1288	0.0	5.0	2.0	0.0	24.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	11.0	3.0	6.0	0.0	0.0	0.0	0.0	18.0	101.0	628.0	386.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Rhodoferax
ASV_1197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	833.0	392.0	0.0	0.0	6.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae
ASV_6135	0.0	0.0	2.0	6.0	0.0	25.0	5.0	4.0	4.0	11.0	18.0	17.0	0.0	16.0	0.0	4.0	8.0	3.0	2.0	0.0	10.0	0.0	13.0	17.0	0.0	7.0	16.0	13.0	0.0	0.0	0.0	4.0	0.0	0.0	6.0	7.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	13.0	19.0	0.0	0.0	4.0	2.0	4.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia
ASV_5099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	6.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	3.0	0.0	17.0	24.0	9.0	0.0	17.0	30.0	2.0	64.0	17.0	0.0	4.0	42.0	59.0	15.0	d__Bacteria; p__Zixibacteria; c__Zixibacteria; o__Zixibacteria; f__Zixibacteria; g__Zixibacteria; s__uncultured_bacterium
ASV_2007	26.0	9.0	23.0	8.0	26.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	138.0	6.0	7.0	17.0	25.0	99.0	37.0	0.0	88.0	134.0	123.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	6.0	2.0	0.0	0.0	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__Vicinamibacteraceae; g__Vicinamibacteraceae
ASV_2827	0.0	0.0	0.0	0.0	0.0	49.0	5.0	24.0	0.0	9.0	17.0	0.0	0.0	37.0	4.0	7.0	0.0	5.0	15.0	0.0	3.0	3.0	6.0	96.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	19.0	0.0	0.0	12.0	257.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__uncultured; f__uncultured; g__uncultured; s__uncultured_Chloroflexi
ASV_2561	0.0	5.0	0.0	0.0	0.0	51.0	57.0	91.0	41.0	4.0	12.0	12.0	0.0	10.0	25.0	59.0	0.0	59.0	50.0	16.0	16.0	11.0	0.0	18.0	0.0	0.0	31.0	13.0	0.0	0.0	2.0	2.0	0.0	2.0	13.0	8.0	0.0	7.0	0.0	0.0	0.0	2.0	0.0	3.0	11.0	5.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Spirochaetales; f__Spirochaetaceae; g__Spirochaeta; s__uncultured_Spirochaetes
ASV_4735	0.0	0.0	0.0	0.0	0.0	3.0	104.0	33.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	16.0	14.0	148.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Thermoflexales; f__Thermoflexaceae; g__Thermoflexus; s__uncultured_bacterium
ASV_4136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	5.0	0.0	0.0	0.0	79.0	40.0	0.0	107.0	30.0	49.0	29.0	7.0	4.0	0.0	12.0	18.0	8.0	2.0	d__Bacteria; p__Zixibacteria; c__Zixibacteria; o__Zixibacteria; f__Zixibacteria; g__Zixibacteria; s__uncultured_bacterium
ASV_1389	0.0	3.0	0.0	0.0	0.0	29.0	38.0	38.0	50.0	39.0	45.0	22.0	0.0	16.0	57.0	18.0	2.0	156.0	144.0	112.0	37.0	21.0	15.0	103.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	16.0	145.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__FW22; f__FW22; g__FW22; s__uncultured_bacterium
ASV_6878	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	7.0	6.0	10.0	2.0	14.0	9.0	0.0	23.0	7.0	6.0	0.0	9.0	7.0	0.0	27.0	0.0	0.0	14.0	25.0	0.0	0.0	4.0	11.0	0.0	0.0	21.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota; s__uncultured_bacterium
ASV_6718	0.0	0.0	2.0	0.0	0.0	45.0	0.0	6.0	0.0	0.0	13.0	12.0	4.0	24.0	10.0	5.0	9.0	0.0	4.0	0.0	0.0	0.0	20.0	4.0	0.0	0.0	17.0	24.0	0.0	0.0	6.0	10.0	0.0	0.0	13.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Desulfobacterota; c__Desulfobaccia; o__Desulfobaccales; f__Desulfobaccaceae; g__Desulfobacca; s__uncultured_bacterium
ASV_4927	0.0	0.0	0.0	0.0	45.0	3.0	0.0	2.0	3.0	19.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	38.0	14.0	0.0	22.0	32.0	32.0	0.0	21.0	35.0	0.0	25.0	13.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Nitrospirota; c__4-29-1; o__4-29-1; f__4-29-1; g__4-29-1; s__uncultured_bacterium
ASV_6498	0.0	93.0	4.0	7.0	0.0	9.0	0.0	0.0	0.0	3.0	0.0	0.0	85.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	4.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Bacteroidota; c__Kryptonia; o__Kryptoniales; f__BSV26; g__BSV26; s__uncultured_prokaryote
ASV_5579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	10.0	9.0	0.0	0.0	0.0	0.0	173.0	0.0	0.0	0.0	0.0	27.0	8.0	3.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__S085; f__S085; g__S085; s__uncultured_bacterium
ASV_7086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	99.0	0.0	0.0	62.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Subgroup_2; f__Subgroup_2; g__Subgroup_2; s__uncultured_bacterium
ASV_1353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	163.0	255.0	271.0	0.0	0.0	0.0	13.0	0.0	0.0	3.0	0.0	3.0	3.0	0.0	159.0	0.0	0.0	13.0	268.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Nitrospirota; c__Thermodesulfovibrionia; o__uncultured; f__uncultured; g__uncultured; s__uncultured_Thermodesulfovibrio
ASV_1460	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	259.0	32.0	0.0	543.0	192.0	7.0	6.0	0.0	0.0	0.0	25.0	12.0	6.0	0.0	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Anaeromyxobacteraceae; g__Anaeromyxobacter; s__uncultured_bacterium
ASV_2680	0.0	0.0	0.0	0.0	2.0	13.0	0.0	0.0	54.0	16.0	46.0	30.0	0.0	40.0	11.0	16.0	0.0	0.0	0.0	0.0	61.0	6.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	7.0	0.0	17.0	113.0	10.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	85.0	31.0	0.0	0.0	7.0	29.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__t0.6.f; f__t0.6.f; g__t0.6.f
ASV_5576	0.0	0.0	0.0	0.0	8.0	24.0	11.0	12.0	10.0	28.0	25.0	25.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	35.0	14.0	41.0	14.0	0.0	2.0	9.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Desulfobacterota; c__uncultured; o__uncultured; f__uncultured; g__uncultured; s__uncultured_delta
ASV_4393	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	9.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0	3.0	0.0	55.0	20.0	4.0	65.0	0.0	0.0	0.0	71.0	33.0	6.0	5.0	d__Bacteria; p__Zixibacteria; c__Zixibacteria; o__Zixibacteria; f__Zixibacteria; g__Zixibacteria; s__uncultured_bacterium
ASV_388	0.0	8.0	3.0	6.0	0.0	52.0	120.0	197.0	17.0	28.0	51.0	12.0	0.0	88.0	149.0	28.0	50.0	684.0	507.0	331.0	35.0	41.0	15.0	284.0	0.0	0.0	36.0	47.0	0.0	0.0	10.0	63.0	0.0	4.0	26.0	179.0	0.0	0.0	10.0	3.0	0.0	0.0	0.0	0.0	9.0	17.0	0.0	0.0	0.0	35.0	d__Bacteria; p__Sva0485; c__Sva0485; o__Sva0485; f__Sva0485; g__Sva0485; s__uncultured_delta
ASV_3667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	18.0	0.0	82.0	108.0	113.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	57.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Dechloromonas
ASV_2111	0.0	16.0	18.0	11.0	0.0	69.0	26.0	39.0	18.0	21.0	21.0	22.0	9.0	49.0	13.0	31.0	26.0	2.0	12.0	0.0	32.0	34.0	20.0	48.0	0.0	0.0	18.0	41.0	0.0	0.0	15.0	46.0	0.0	10.0	39.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	2.0	25.0	d__Bacteria; p__Sva0485; c__Sva0485; o__Sva0485; f__Sva0485; g__Sva0485; s__uncultured_delta
ASV_1476	0.0	8.0	7.0	11.0	0.0	3.0	0.0	4.0	14.0	0.0	4.0	30.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	8.0	19.0	9.0	0.0	0.0	13.0	0.0	3.0	0.0	0.0	0.0	16.0	162.0	87.0	0.0	49.0	136.0	6.0	63.0	145.0	17.0	0.0	72.0	124.0	61.0	d__Bacteria; p__Bacteroidota; c__Kryptonia; o__Kryptoniales; f__BSV26; g__BSV26; s__uncultured_Chlorobi
ASV_5793	0.0	0.0	0.0	0.0	0.0	11.0	12.0	21.0	11.0	6.0	7.0	0.0	0.0	9.0	24.0	15.0	0.0	9.0	13.0	20.0	28.0	13.0	0.0	51.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__GIF3; f__GIF3; g__GIF3; s__uncultured_bacterium
ASV_1400	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	0.0	28.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	14.0	5.0	0.0	0.0	71.0	96.0	0.0	5.0	68.0	3.0	228.0	259.0	25.0	3.0	26.0	172.0	101.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Hyphomonadaceae; g__Maricaulis
ASV_6492	25.0	16.0	7.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	7.0	3.0	0.0	15.0	3.0	6.0	0.0	31.0	5.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	2.0	0.0	0.0	6.0	0.0	0.0	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__uncultured; s__uncultured_Chloroflexi
ASV_4347	0.0	0.0	0.0	0.0	0.0	13.0	16.0	17.0	14.0	14.0	21.0	27.0	0.0	11.0	17.0	7.0	0.0	20.0	24.0	0.0	27.0	28.0	18.0	50.0	0.0	0.0	8.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	9.0	d__Bacteria; p__Sva0485; c__Sva0485; o__Sva0485; f__Sva0485; g__Sva0485
ASV_6484	0.0	0.0	0.0	0.0	0.0	0.0	24.0	23.0	0.0	2.0	8.0	0.0	0.0	3.0	9.0	0.0	0.0	2.0	5.0	0.0	23.0	31.0	13.0	94.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__MSBL5; f__MSBL5; g__MSBL5; s__uncultured_bacterium
ASV_3127	0.0	0.0	0.0	5.0	0.0	28.0	12.0	13.0	40.0	20.0	15.0	11.0	0.0	24.0	23.0	19.0	0.0	0.0	0.0	0.0	58.0	28.0	23.0	63.0	0.0	0.0	14.0	24.0	0.0	3.0	3.0	13.0	0.0	13.0	50.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Desulfobacterota; c__Desulfobaccia; o__Desulfobaccales; f__Desulfobaccaceae; g__Desulfobacca; s__uncultured_delta
ASV_4873	20.0	14.0	50.0	8.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	55.0	4.0	0.0	10.0	3.0	25.0	18.0	0.0	34.0	13.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__NB1-j; c__NB1-j; o__NB1-j; f__NB1-j; g__NB1-j; s__uncultured_bacterium
ASV_847	0.0	0.0	0.0	0.0	5.0	3.0	0.0	4.0	35.0	21.0	22.0	80.0	0.0	8.0	25.0	0.0	0.0	0.0	0.0	0.0	6.0	4.0	11.0	6.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	22.0	61.0	117.0	7.0	33.0	124.0	0.0	276.0	504.0	80.0	0.0	69.0	72.0	75.0	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__uncultured
ASV_260	206.0	69.0	192.0	57.0	75.0	0.0	2.0	4.0	7.0	31.0	5.0	0.0	7.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	211.0	69.0	30.0	29.0	182.0	74.0	71.0	0.0	93.0	46.0	81.0	11.0	544.0	171.0	11.0	561.0	249.0	126.0	173.0	354.0	38.0	0.0	117.0	256.0	110.0	84.0	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Subgroup_9; f__Subgroup_9; g__Subgroup_9; s__uncultured_bacterium
ASV_5681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	14.0	0.0	0.0	132.0	0.0	0.0	0.0	48.0	34.0	16.0	0.0	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__ADurb.Bin063-1; s__uncultured_bacterium
ASV_5117	0.0	0.0	0.0	0.0	0.0	21.0	35.0	53.0	8.0	6.0	24.0	3.0	0.0	4.0	19.0	10.0	0.0	2.0	0.0	0.0	20.0	17.0	11.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Methylomirabilales; f__Methylomirabilaceae; g__Sh765B-TzT-35; s__uncultured_bacterium
ASV_1313	0.0	2.0	11.0	10.0	0.0	57.0	2.0	21.0	44.0	37.0	64.0	44.0	66.0	108.0	45.0	17.0	65.0	0.0	16.0	0.0	19.0	12.0	26.0	23.0	3.0	15.0	82.0	82.0	0.0	0.0	16.0	31.0	0.0	10.0	101.0	12.0	0.0	0.0	13.0	0.0	0.0	5.0	0.0	0.0	60.0	34.0	0.0	0.0	3.0	22.0	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__ADurb.Bin180; f__ADurb.Bin180; g__ADurb.Bin180; s__uncultured_bacterium
ASV_2940	50.0	0.0	40.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	24.0	95.0	61.0	0.0	0.0	57.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	25.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__TRA3-20; g__TRA3-20
ASV_3816	0.0	0.0	0.0	0.0	0.0	35.0	25.0	21.0	4.0	7.0	38.0	14.0	0.0	2.0	8.0	7.0	0.0	0.0	0.0	0.0	66.0	35.0	19.0	150.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota
ASV_3847	0.0	0.0	0.0	0.0	0.0	26.0	23.0	32.0	16.0	23.0	24.0	26.0	0.0	11.0	11.0	17.0	0.0	0.0	3.0	0.0	26.0	14.0	27.0	49.0	0.0	0.0	7.0	11.0	0.0	0.0	0.0	2.0	0.0	0.0	16.0	27.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	18.0	5.0	0.0	3.0	0.0	5.0	d__Archaea; p__Crenarchaeota; c__Bathyarchaeia; o__Bathyarchaeia; f__Bathyarchaeia; g__Bathyarchaeia
ASV_5029	0.0	0.0	0.0	0.0	0.0	10.0	28.0	27.0	43.0	7.0	8.0	3.0	0.0	12.0	46.0	6.0	0.0	15.0	9.0	7.0	3.0	15.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	11.0	21.0	0.0	0.0	0.0	6.0	d__Archaea; p__Crenarchaeota; c__Bathyarchaeia; o__Bathyarchaeia; f__Bathyarchaeia; g__Bathyarchaeia; s__uncultured_crenarchaeote
ASV_530	0.0	0.0	0.0	0.0	0.0	209.0	67.0	93.0	129.0	123.0	252.0	59.0	0.0	170.0	124.0	79.0	0.0	52.0	126.0	44.0	184.0	126.0	87.0	301.0	0.0	0.0	20.0	110.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__Napoli-4B-65; f__Napoli-4B-65; g__Napoli-4B-65; s__uncultured_bacterium
ASV_5617	46.0	76.0	48.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	4.0	7.0	5.0	14.0	18.0	9.0	6.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__Rokubacteriales; g__Rokubacteriales; s__uncultured_bacterium
ASV_997	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	4.0	9.0	7.0	23.0	39.0	32.0	2.0	12.0	0.0	11.0	0.0	72.0	126.0	43.0	157.0	132.0	60.0	99.0	67.0	42.0	0.0	167.0	241.0	89.0	11.0	d__Bacteria; p__Dependentiae; c__Babeliae; o__Babeliales; f__Vermiphilaceae; g__Vermiphilaceae
ASV_6192	26.0	14.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	6.0	0.0	0.0	0.0	32.0	27.0	2.0	10.0	8.0	21.0	4.0	6.0	2.0	6.0	9.0	0.0	9.0	0.0	7.0	7.0	0.0	0.0	24.0	5.0	11.0	d__Bacteria; p__Elusimicrobiota; c__Elusimicrobia; o__Lineage_IV; f__Lineage_IV; g__Lineage_IV; s__uncultured_bacterium
ASV_2808	0.0	0.0	0.0	0.0	0.0	69.0	44.0	63.0	0.0	0.0	33.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	6.0	0.0	91.0	0.0	0.0	87.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	133.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__GIF9; f__GIF9; g__GIF9; s__uncultured_bacterium
ASV_3860	107.0	48.0	51.0	14.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	4.0	16.0	24.0	11.0	0.0	48.0	14.0	35.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Gemmatimonadota; c__BD2-11_terrestrial_group; o__BD2-11_terrestrial_group; f__BD2-11_terrestrial_group; g__BD2-11_terrestrial_group; s__uncultured_soil
ASV_5678	0.0	7.0	28.0	6.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	8.0	15.0	19.0	0.0	42.0	87.0	11.0	0.0	0.0	0.0	0.0	12.0	0.0	4.0	3.0	0.0	0.0	4.0	0.0	18.0	0.0	0.0	4.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_foraminis
ASV_1522	0.0	0.0	0.0	0.0	0.0	5.0	17.0	108.0	12.0	9.0	14.0	0.0	0.0	44.0	91.0	47.0	3.0	54.0	38.0	0.0	32.0	82.0	11.0	359.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	82.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfatiglandales; f__Desulfatiglandaceae; g__Desulfatiglans
