#OTU ID	description	S1A015	S1A1530	S1A3050	S1A5075	S1B07	S1B2230	S1B3040	S1B6575	S2A1727	S2A3545	S2A5060	S2A515	S2B07	S2B1522	S2B3040	S2B5565	S3A07	S3A1522	S3A3040	S3A6070	S3B2030	S3B3545	S3B515	S3B6070	S4B07	S4B1522	S4B3040	S4B5565	S5A07	S5A1522	S5A3040	S5A5565	S5B07	S5B1522	S5B3040	S5B5060	S6A07	S6A1522	S6A3040	S6B07	S6B1522	S6B3040	S7A07	S7A1522	S7A3040	S7A5060	S7B07	S7B1522	S7B3040	S7B5060
GLUCUROCAT-PWY	superpathway of &beta;-D-glucuronide and D-glucuronate degradation	27357.3507975017	24981.3252494603	17413.8593150502	22025.8790920083	62566.0165260362	30362.5783718891	33475.3487267209	20782.0282834283	18515.5446631528	38507.6770695774	42466.7653686243	17280.4763075998	24767.3222403833	20854.5359125318	35558.3910114306	25232.2027126423	42399.1172193925	35586.5022316976	21502.1263503269	27855.0759841234	33297.8416138974	36653.4824711693	21297.2497222635	96451.822705536	28212.6394275179	15736.6629427622	29732.2757556388	24996.8078016129	67169.6567376831	46198.1405375267	50885.6238790646	19878.0716141766	42121.430481704	27908.2697098292	32851.8393397976	28016.1028166004	33808.1209404706	24068.7422783601	41577.0703376875	61820.9303972216	37557.3319503007	32117.7636978049	31437.1932519305	19825.8303261821	31028.9370202166	9265.43642598819	24326.7740080303	25492.3527404283	49936.5563343588	40415.1245165595
GLUTORN-PWY	L-ornithine biosynthesis	173703.290340145	207610.321558464	147426.292639739	153866.277081883	156332.718881115	198907.153885838	139190.861903339	168915.03034545	157958.261974582	153522.93849225	198896.696971765	137081.682290229	136358.04861455	163422.992513621	179475.06724336	118839.470732831	105571.339839564	129868.604879598	108607.10514472	81290.1147149093	184440.963607595	153615.060881245	115475.856068159	512277.840371801	206229.323517947	125660.051843546	179752.313456916	184385.140945209	155355.457269238	134512.750510318	192867.045096383	89183.0307445674	162211.045216645	149491.69611729	272113.289943681	199795.970246336	179652.638633706	165289.832132918	146660.468443593	189344.078492615	162090.123099003	144011.354240923	176202.858957992	164109.268470965	200846.973814067	60027.1270446221	123785.500961562	174409.986555259	191345.118250637	139035.040377649
GLYCOCAT-PWY	glycogen degradation I (bacterial)	118719.934865693	132309.598695309	92399.965262045	103324.06145744	124568.094572699	119478.861150406	97656.7330198209	86009.4900199215	86220.4249230964	109337.918472416	135158.281202739	80129.8402309619	99831.8903909166	93879.9691573786	127613.499574672	80062.0843622623	81906.7556445234	93766.7868122468	69153.0850916905	59729.2018239983	118945.265638881	107763.674195415	74030.0267270036	326777.208900091	136854.941862922	79127.2556709333	115767.016016606	105956.760889969	121897.398524434	101304.090273549	139664.705049301	66814.5901105202	120591.813203893	102118.672511079	156557.378123791	112581.261187228	128908.206924984	113712.542699332	108278.490689527	149316.29074288	126316.680205097	106310.892170172	127883.348341397	103486.622922477	133003.529142523	36189.7675292051	91163.9124446195	122023.966533469	144231.524837575	105691.310692398
GLYCOGENSYNTH-PWY	glycogen biosynthesis I (from ADP-D-Glucose)	147889.586528048	168188.625874704	120593.467850883	127557.920141888	149343.16676156	149241.057442594	113703.609813695	119486.27531834	112807.815276987	127325.635785482	154645.694722813	103360.017680588	114551.412831408	118913.78816485	148308.225441419	92482.9402493408	97823.1942772485	111962.710086223	82816.6603337553	62246.1207531779	141296.32751597	123570.093512005	87496.1013225311	396437.992381722	175593.328803035	104450.313628382	140195.41921818	138437.044159402	149315.935187169	125769.182812034	168529.616120393	74698.5392150304	146814.484271498	122771.758917905	194298.400532884	142136.603533202	153001.129562844	133330.915922659	128747.068188625	171416.399542486	143489.138386105	124534.659562851	144208.676875497	128771.043709151	159145.17230186	46992.5030415603	105843.152282047	141795.088596313	167728.416551325	123851.82487971
GLYCOL-GLYOXDEG-PWY	superpathway of glycol metabolism and degradation	6249.32713019509	7756.00797663564	4669.90816176827	3817.55723210317	10817.342175249	4613.01825757732	4930.05961988854	3206.75512891083	2668.9851679918	5832.19112575134	6526.09676116073	2761.3591737533	5167.32471912216	2880.99725414903	4341.09608572455	3655.12654865803	6994.58918080725	5854.23944198023	3356.68608242454	4966.08167594828	5017.15845137292	5270.66908829656	3122.20759713326	13645.4366708194	6350.40724725867	4164.80206606984	4597.78856270761	4410.263980916	11125.7174513728	7740.46740282464	9763.33311658411	3077.3488322328	7717.04070967688	5152.26692401993	5771.53620092679	4130.8727213953	6732.24561452565	4867.10458470052	7564.44141975158	9876.49658978185	6598.60757629463	5484.89560891165	10630.2612157381	4721.36813575667	4434.95449597064	1498.2880334219	6523.71899330295	6591.17830870577	9403.85995932184	6975.75154409194
GLYCOLYSIS-E-D	superpathway of glycolysis and Entner-Doudoroff	131347.976711632	141076.655526223	101509.659151105	107604.868353042	146010.598786095	129474.568108723	106173.830799731	97828.3819474518	90836.7182580966	125462.729107265	146445.526298278	83952.6224055029	107201.821352103	101955.270342599	141475.052119697	87118.4008976627	97414.8383688599	104471.192614484	79227.0454174708	69796.5928420962	127169.046568178	115761.329034477	82978.5832133036	400039.227059235	151462.949463981	84378.5057524401	123870.485823369	119084.738527883	142755.288193407	119799.503976407	161438.222922223	65027.3509852761	139960.645040336	115156.432175741	191663.39873328	137382.050861322	142721.82119058	121114.171730508	121717.27076906	166040.461453758	132164.588137248	117312.978844476	139952.932337363	114383.571894012	143504.19146029	38659.6762245802	100400.51128956	129909.773041327	155889.436099231	115147.654607651
GLYCOLYSIS	glycolysis I (from glucose 6-phosphate)	170846.344734727	216875.324843589	153574.459814966	165208.85158088	178765.550892308	219778.481846552	159146.722291725	190875.131326623	177788.742865829	166181.027462975	219234.392711628	149405.174634589	150152.119116884	178287.350375873	208205.162917253	131754.545402377	122428.44025952	146114.815059802	122528.479902528	99990.1450440029	204656.188482785	174756.99855095	128596.654235242	589174.835037425	215751.712427812	133884.882664265	195366.410884928	198723.955811519	179330.201834754	148891.157637445	206218.032585278	96673.9131282214	172476.014214786	159487.729072577	295767.407587477	228606.839739299	180498.653066021	165070.351999459	156356.724707216	210738.257359398	169449.12179743	151700.840989295	182666.827749543	169517.819197309	212296.704656667	66144.287441011	125453.079475419	179248.280110553	197868.93454788	149241.686115064
GLYCOLYSIS-TCA-GLYOX-BYPASS	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	117012.742270392	126221.682409875	98682.0993076975	91122.0436611115	123988.812720701	88909.8414947851	74050.0991922699	58306.1588120804	53248.8848604046	96126.4147580757	102758.401393086	51646.0064138658	82166.3765470157	79253.7790678998	141567.790860757	58629.2835142139	78353.8342871321	86925.4877362434	57109.2547286766	57679.1348554743	80702.4161195811	78013.9446007683	67266.4969034359	405434.167334254	135858.384360109	71226.4260197173	89213.8510653132	87768.4825114916	123374.126167965	101339.114981851	137053.63370236	54162.9831361058	117087.269691408	102971.831879526	194948.327248314	137823.11051951	114999.054487372	88661.9366496779	97845.1079361915	138912.642749074	98698.0312507084	88356.4376464243	124935.852923613	86091.9563630489	107283.859328749	26489.6933706719	81681.1135856238	110140.558068016	121777.598696905	87752.8758093815
GLYOXYLATE-BYPASS	glyoxylate cycle	91799.7464185177	84991.9936772315	70259.1839510029	53119.7495895344	81762.2220441669	42838.5257968937	35118.0588746329	25315.1232841691	23517.4847610446	56864.1579218304	52833.3178653206	24992.8925480196	51053.3996415724	40995.2892985391	91710.1889647984	27726.3090713012	45306.1676596807	46247.4192976475	27666.859723344	30241.7856768907	36640.4484527434	36827.4279414017	37911.6144245126	257852.780303301	99396.3163794675	49350.5428085914	46392.3492099913	47398.0192995569	86115.8470886031	70475.4499543956	90685.6007783129	28482.2408083258	80508.36495336	70040.1272127094	125378.339944474	79591.9456402535	78596.6219401843	61025.6827230631	59905.5847393482	92020.6484064752	62875.5389701899	56433.87255047	87952.0839750825	56263.0501312176	63100.5204010869	12758.7172995792	56005.8955125936	74517.5554490949	75427.4971240445	50351.0847241456
GOLPDLCAT-PWY	superpathway of glycerol degradation to 1,3-propanediol	4988.7755151977	5761.528449214	4313.11467642577	4318.37407347689	10503.9776987618	4497.89101462825	5099.00058823351	3079.13233613176	2556.55688977412	5663.35990179046	6422.71032646737	2571.85273569544	4062.9664346019	2788.60803515215	4146.47597046662	3650.70631421916	6832.18354723813	5493.51705945129	3442.44626813505	4887.33228461037	4922.68794639518	5273.02248969932	3108.37849270954	15315.3759328073	4560.45558615151	2808.75587817806	4505.44234078778	4129.84408513954	10618.8818633171	7290.55611679642	8907.16609380727	4704.76553053178	7421.40936233645	4879.79987224957	5774.53627174491	5137.9102192309	5792.02216510471	4177.82688449515	7167.59052153959	9073.31426065836	6076.40569610982	5114.07322030017	6232.89307609384	3853.98159617736	4613.15827778174	1440.22922939046	4322.63829368317	4638.61861603711	8322.35163431041	6678.76214706381
HCAMHPDEG-PWY	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate	2810.08377340993	2107.71536719302	1484.17200202261	1516.12672352333	4870.65352710806	2083.03331199162	2417.5174443147	1385.15179095804	1222.98869409516	3052.8867483595	3178.76178741479	1133.3773496844	1907.53019119349	1433.06198157414	2268.07544538358	1685.3662874981	3000.55640004527	2246.84496085939	1476.54069562017	2582.64744656939	2297.96453531697	2428.52084659335	1481.75852536663	7850.53061549844	2479.11773379077	1230.89031037063	2089.17126624884	1919.37604479498	5290.20845069365	3407.47059154953	4014.14354313242	1551.09982432851	3407.08557807118	2397.40078850231	3859.5501825867	2767.47708418665	2408.57569504354	1735.27456772505	3246.8284926144	4024.06279124373	2548.88801793408	2411.27301819367	2406.46392107324	1492.65244233549	2129.5150177913	700.501930958994	1735.69081626862	1815.79068843955	3437.45800775697	2957.85564713175
HEME-BIOSYNTHESIS-II	heme biosynthesis I (aerobic)	94400.1062200405	81195.7969489225	65777.9587116108	49892.1246666595	78855.6150009291	50319.1853826467	37368.8733603489	38927.5840183626	38338.5303576308	55374.732658659	50840.7896049089	38008.4626327594	47900.8933102493	43131.5633264935	79860.8250403094	26945.2276197303	38615.6449672523	40184.9023430578	27843.3393113298	26701.7410721631	41639.3877898067	36886.0520106456	30821.7148667103	206609.322385018	98898.6896238569	45159.4199363561	46712.1329321709	44014.3568611562	88982.8963853538	69648.1319614986	84647.0597676913	27564.1874207845	78640.2748372326	65734.3212415255	116441.154361608	67638.1104221361	83429.8917692959	63096.8836359407	56031.1064862062	96617.5157105883	65329.7200865589	57252.0552646487	81084.4946177795	56575.9272041362	62012.4947440635	15906.2132358341	54641.719622053	70770.7535288454	71289.5206769105	46976.1222510202
HEMESYN2-PWY	heme biosynthesis II (anaerobic)	149075.067946007	154182.471871458	111973.935245223	99786.1869621807	119027.588351455	104257.475086739	75799.7211310687	78935.824480677	75253.8766075644	99845.941441715	109719.066895209	74236.7381514593	92615.0241253157	88247.8668855126	123942.6428956	59592.5177946197	69428.6561393302	77449.9397956912	54007.9941536319	44312.925111465	88963.3016516464	78549.3262693738	66245.2215713769	327781.851951625	163269.189525121	86900.4994118246	102310.825395387	102091.021482997	129395.406654165	106344.497025994	139120.440794311	54567.636607424	125226.893205944	106431.779476249	190607.082832389	120667.178708174	142326.547264654	118697.520044677	100784.633025882	154451.988443738	120777.890506099	102624.685675831	141520.039504958	111655.226237158	128375.945098538	33181.4191881176	99271.4364492103	130731.059853957	132847.445012274	90672.0320597671
HEXITOLDEGSUPER-PWY	superpathway of hexitol degradation (bacteria)	55736.3645833692	55195.0966239565	41124.3483738833	50310.5059531414	95615.6443540019	59328.9126834374	60218.4926097417	41592.4125629368	36058.2796893372	68399.2926655089	78067.27964947	35859.6928300255	50697.7136875325	43577.7811069225	52948.4684533887	47205.9476736236	65779.0184622251	58374.3287674485	39805.6749506645	40629.2490970083	63915.4304198483	63869.2970733339	40051.8669122058	200656.767712644	59535.164321351	34789.1173345186	59176.6553800688	53424.9290169689	97531.8130937521	73799.1067692381	91612.5177476635	34020.1748958264	75414.3572369322	53204.627296966	61574.4477139284	54071.2005214331	65873.868418088	49250.0856870724	70898.3288902264	100356.636203299	69881.1603020403	60440.7991976402	61874.6700762957	43897.7357518267	62598.4249205352	17164.7663573621	50429.8410761416	53067.2048947197	87152.2312227612	68420.7687524749
HISDEG-PWY	L-histidine degradation I	47451.4964835862	54677.6175404594	39649.2805249598	42420.8210650162	61868.9032021463	56906.3428262217	48465.9537474762	47223.6442627158	44781.1135463251	49366.7778227284	61617.5015068893	37009.8782710742	43193.5493953785	49892.5770340345	89712.2939833295	38511.5252806135	42887.0500769933	54452.7313519993	37189.2050081099	32779.5468415937	58427.1160200713	53477.1004047886	40082.9561632622	235024.974548741	56270.4827784735	33440.24697642	50377.2559783563	46009.4790295336	67977.4013820737	44964.1078996354	56525.7603635763	28872.3571392686	53082.8482334822	40857.6429330638	92843.8642127422	75773.811644679	62520.5938269388	53338.3784072473	53784.2876663019	82147.8331635737	59810.9695294519	49565.8553208046	63207.0292960197	50492.5620771669	64409.8766906462	18663.0818781402	45151.6539270443	59809.2910301021	69016.5546879286	50194.643641969
HISTSYN-PWY	L-histidine biosynthesis	145820.809165269	171235.902410536	124594.747538468	125365.335215811	123942.048574036	171259.881118592	124440.081291665	151247.905291553	143441.228378229	129618.219538814	172705.69914744	118030.17338482	110570.656543603	144103.861431866	162326.957087045	100575.360356462	83731.8928852511	110672.016857558	96540.1661618297	78718.069543117	161139.2185623	133556.34597418	102565.718727979	460688.412957935	172448.008353414	104681.860201764	146136.743493077	151582.015766555	125959.201769382	109943.015796133	156667.472303407	75192.2309630774	131919.168530024	124696.470986599	246679.470627573	183863.988410833	150285.501498812	139234.333475419	120101.175244601	159427.150011961	134609.220074219	121464.28976884	149451.966562459	139174.592204568	174080.080207067	51052.2015659729	100028.443099979	144260.4563549	152142.274262042	109755.502676907
HOMOSER-METSYN-PWY	L-methionine biosynthesis I	59819.1362272018	57972.4684304468	41357.9139061747	48489.0097126348	92459.6004831749	56745.3434046356	57338.6596222343	42499.5869228108	35853.5856567032	66100.3440096224	74267.9145122861	33607.6432796484	48042.7356848193	46902.8480945303	87768.4871360535	45732.2060136227	64158.1179392942	61418.2758869992	40537.7660009539	41961.0088599949	60954.6711561477	61389.3656574802	41656.0995372565	248415.872826562	70758.4726693373	36045.7790564828	57533.5165896023	52171.9040828311	95354.8010619017	69445.8178632943	83201.6407434849	34353.0904575057	75848.2125903387	54535.5964829072	80823.1869788163	57654.9321824582	75336.7793526327	57014.0940669781	71362.3312790224	110544.301450271	73428.4622487338	62068.2390394002	66545.3439940648	51665.5938047566	64741.3980657812	16988.5111630466	53903.0694647435	61181.8079815641	88752.6867309386	66539.1738105057
HSERMETANA-PWY	L-methionine biosynthesis III	106688.646372371	108934.742996554	84028.5491408377	76965.1961376147	120581.448752799	88807.3470212875	83219.7428051878	70365.8604743594	64078.8980142209	96354.6134004749	108397.523927353	56546.9753705971	73515.3342228316	71397.8501190872	113902.382449028	64002.0825076956	78617.8274011412	87379.0063258266	59243.076071599	67084.6868451176	90948.6022838723	87940.7752928404	61830.5995156504	344432.036593048	118524.273887059	63627.0401168132	86927.4830391514	86606.0500437034	126861.911490823	97761.0820580037	127524.877539364	52279.649098017	109976.193759354	90305.1344554975	156272.286861199	116796.995969291	102732.943333814	90118.384673884	96605.447926862	138205.680940013	97983.2348081101	85401.0709176591	104132.344471896	86665.4281509624	104303.531628342	26588.8010599018	73415.9208208139	97942.6449412313	114933.175528514	87098.4609753024
ILEUSYN-PWY	L-isoleucine biosynthesis I (from threonine)	226751.213094245	281215.202151001	195608.399090389	199459.521209912	206625.81764016	272974.519762714	192195.456654392	237035.561959014	225477.036331474	205030.559856385	271632.746705053	186907.624736902	184632.418595974	223203.812942713	246428.021586231	160392.690431593	135772.640653912	175300.309760268	149017.402345432	126057.138171254	253224.840788615	211806.252955513	158257.040646148	695821.194232265	277289.422488191	169351.814461708	238083.534146629	244817.113083798	205127.502290184	172861.599389681	253717.858836042	120131.593681611	212841.209375093	197316.954677352	381902.175365212	288742.520899495	249733.478156103	237673.796474105	197208.631268764	266969.915954572	225434.306073786	198387.387638749	260319.889448003	231578.912223176	278287.427828915	81560.5196406341	173853.340153611	243006.054040091	258969.776088833	185523.473908027
KDO-NAGLIPASYN-PWY	superpathway of (Kdo)2-lipid A biosynthesis	61309.7815932281	67840.6859229534	58789.8327742001	69460.1927666987	73900.9228192449	56302.8486417761	42158.7419749249	33411.7314323342	29696.8474367119	57282.8379749078	63080.3886574692	31874.9047291292	45780.1476059119	51081.8675721602	111926.404947394	35648.342755584	46028.9636197128	42946.3950715409	30013.8393812293	31234.9139365021	46449.5691145519	47229.8979435744	31232.2723107642	272715.702797153	64744.253273407	47811.5280223891	48771.7861423844	47829.276579527	73487.5063635498	63737.5044897562	84332.9008513203	27895.3881958895	67027.5220644837	61091.7495526647	102641.638733932	58523.2201022264	59774.4844059477	47894.7081610166	58582.9147555331	78584.8846068895	57014.3685333168	54038.041188524	50173.6581497052	47087.0539257455	56866.1287783772	15032.3974735084	35346.2276949045	48476.1473449626	74626.8082865857	55378.5933849782
KETOGLUCONMET-PWY	ketogluconate metabolism	14576.69037744	12988.8764250049	8610.61434206728	12655.0710377052	35793.3785534327	16656.9113575124	19561.2155631068	11544.4012581274	9744.65574285759	21854.4854684647	24023.1859604104	9393.22740889876	12659.6918364682	10419.9267154335	19990.6954254037	14416.9050222282	24725.0312567805	20651.9438817356	12049.4702018723	19287.3039492383	18683.924672065	20809.4982120723	11650.8506293459	57714.3065655443	14610.8962371564	8615.84983365014	16471.2049118072	13424.5924671982	37968.7572744011	27851.4881309656	29264.8280841737	11684.1680861344	23666.0641446311	15815.2841947978	17798.909540223	15820.2270662067	18293.3830034673	12214.321726071	24148.9485483517	35588.9620042072	20630.4442682066	17399.4086369473	16195.9435717036	9946.57873170339	16165.2549830833	5244.25475465545	12293.1670801592	12851.533038823	28871.413764292	23555.6963258105
LACTOSECAT-PWY	lactose and galactose degradation I	10103.8947889793	8929.9156525184	6297.45049892788	8470.62636669119	22371.8558986704	10347.1978508453	11610.4571037355	7027.7684595714	5716.25252059391	13835.5371691268	15217.8235020989	5939.55892671434	9297.55451527481	7070.04875411434	8518.29204506089	9194.83587206947	15553.6491034023	11460.8593146659	7480.6808077173	5084.61524115866	11881.2255867485	12252.3695093732	7615.22714873674	35864.3975600415	9947.73064288261	5579.56433870983	10282.8241158683	8903.7458915682	24298.8487114214	16749.7696200411	18998.9035117454	6126.56362385075	15342.1073589578	9481.10479403254	9350.04056138271	8977.0082730364	11597.065258368	8064.14068846333	14700.8114550814	21432.4747223637	13400.7448266118	11365.047577287	10527.211641391	7047.28584827735	10466.4986300203	2910.10625510774	10078.2545852651	9022.33951937321	17809.8107184229	14201.2201282137
LEU-DEG2-PWY	L-leucine degradation I	61249.081931332	55694.2266026819	44918.5894395715	37321.9218662526	50340.2115903171	24120.1971589388	14090.2367899191	12551.1404271291	13931.2216638773	30968.5048245125	24677.9886807454	15068.2251545824	35934.4619069616	28309.7181188553	74092.2446818646	12935.4764783047	20205.9335050389	22576.7106641123	13778.3223801993	10727.1212353047	17057.6670408258	15621.9621808742	20603.4214204308	179654.130960366	76644.1984537806	31443.1031662361	28496.6913847999	29783.1704940394	53020.0629752113	41762.6733728474	49551.5366887255	15010.7879241554	55027.2757165043	45479.3241346448	104620.888574244	60634.8316901134	58599.9599753287	42293.6949599908	32438.1895842421	62810.5895676277	42611.2054716097	34662.5492495309	68636.1405546813	38040.4583285321	37983.6031149072	6595.5752716461	46135.6791886086	60051.1862922872	44316.6771117633	25719.2183449294
LIPASYN-PWY	phospholipases	12.4900211723941	3.74909345566622	13.7331871222904	6.24648813410257	21.2327299770108	8.7421891439225	22.4377943313097	0	7.49159161881493	17.476514960726	18.7227618270162	8.73922640880603	293.404348916393	185.848929243034	213.941213801562	18.7044913261574	8.74464370618974	14.9881996571965	11.2338396852146	12.485223141435	8.74273229452696	8.74301028423872	0	27.4832896953173	7.49633026651855	3.74854198005903	6.2465931366492	14.9803771137733	19.9852618034005	17.4829113455102	13.7426705400108	6.24595691789879	18.7323352765377	9.99305301718436	108.280824272054	7.49721801194439	0	0	21.2263710856452	7.49802704851583	22.4713889670707	3.74904320111353	4.9987753368679	7.49491683634679	0	0	0	17.483479641363	11.2450402025024	31.1939119421383
LPSSYN-PWY	superpathway of lipopolysaccharide biosynthesis	23462.5889040008	21707.1331881965	14605.7103594671	20223.7379151255	43630.8921875927	24369.1903515649	24158.0271458886	16778.9093125465	14469.9660414363	29634.2481502678	32585.1682314874	14467.5707032406	19076.0041264587	16139.0964327582	29102.5075396508	19044.8146279187	28191.4809862097	24856.220950045	15891.5376474405	20730.0541593092	25216.5054831861	27168.1477354105	16256.1986203858	81095.0546318906	23951.6355934866	13989.2684080432	23919.2635174924	20651.8733449768	45761.0053123415	36460.0834743571	41171.1790606689	15310.0481347884	33213.051783227	24326.7361425376	26455.7717014259	21839.1911711822	28209.4896660951	19566.7537369111	31616.1154225742	46204.3154017312	28936.7231110416	25380.7966290969	24370.0974446354	16673.0033792892	24853.3483881611	7677.30457538985	17661.253533309	19682.1359595959	39535.609232506	31083.7481848111
METH-ACETATE-PWY	methanogenesis from acetate	28341.7958865871	96822.6520332188	64659.4867103523	81771.8293013751	43319.0173617711	107684.912153656	81354.6058561454	96891.3669334306	85772.0560546035	77403.657413007	110542.50491758	74178.2202929217	72258.8344578907	89182.5515058656	96382.1526507931	65748.2896863696	50667.6796283761	75599.1272255486	61289.7289774756	52096.5875022312	100922.194575591	88969.9708061478	66525.6090495138	293846.120669618	80823.2566005635	63477.7308236816	100878.808602022	98502.3559677333	14706.2577945149	33815.5238622125	85446.1893123263	52704.564420306	56503.6311063066	69930.974126526	136195.621791859	115053.896662186	48210.6760667656	67555.4077581638	69993.1240443071	43469.0705498182	61770.155951529	60679.5722913957	62210.2075986631	75427.6609411129	101889.069964908	33279.8227690787	37236.3095129362	72166.1766135429	85816.3090864769	69375.9397683565
METHANOGENESIS-PWY	methanogenesis from H2 and CO2	358.262315602437	1287.99865403003	752.948278232469	853.356325876042	612.764221765657	1367.51285046955	897.105435658754	1155.49962351153	1397.38753612018	1494.29974049374	1984.59877332333	1159.71046644581	974.698769531705	927.003545530734	757.154062941391	728.418054938274	423.166666812533	436.973237217682	446.938907029654	465.872081264905	1251.12354974855	1006.07488792554	744.223976622857	1755.48786276894	1294.53265875637	1252.88500342568	1662.49802348207	1073.15459054478	132.74293982001	248.491089604116	1020.64073481616	867.393066603929	542.23116208127	932.599969171948	1899.62962133463	960.191466185976	901.676553233669	2951.62961744511	1767.17210113715	251.350605034002	1748.47150192094	2359.46809896447	1030.97339104601	3462.06141467049	4359.44544862353	806.004559778696	444.278687274136	1944.20483168392	1470.9919618407	1346.3613833502
METHGLYUT-PWY	superpathway of methylglyoxal degradation	4920.23592549756	5123.08816188614	3197.64488974587	3608.01111721563	10442.5748979143	4475.01341229811	4919.16257443942	3217.74613928823	2725.01872557461	5774.983740224	6435.28712591825	2722.16673551001	4600.02927913516	2932.99874734655	4438.22226081532	3673.34754829063	6654.96385609518	6072.40748779879	3301.44663183773	4851.7194730315	5054.4413636635	5167.419851205	3072.67275109613	15804.1449230224	5260.5113634276	3245.31435643604	4457.42495878364	4160.96311886961	10501.9312772071	7137.44421701382	8750.69125669244	3159.45086147727	7393.66896623228	4822.41511787673	5622.09619859684	4723.40051291823	5895.75337367612	4348.68653534083	7226.16710720937	9733.82381339313	6461.73992600081	5263.67201038454	6453.72072751527	3603.71688721763	4556.03117597434	1472.34386573978	4843.60852960097	5041.77068367365	8743.23436148845	6549.11309244308
METHYLGALLATE-DEGRADATION-PWY	methylgallate degradation	1616.59820419307	633.409164507965	415.868637401112	259.72791023492	1501.77238509781	224.458631383469	198.858435661685	118.626518845359	275.502849833268	1117.8002538265	657.352772549905	277.077756359221	1366.96989642492	851.837006998567	2213.81260133919	133.203516789111	273.094939819055	129.018925121495	119.357692009114	115.329624054103	182.573707990509	376.377623394202	1429.32423242804	5339.65558072059	1556.27900082018	618.160087502252	657.194510561493	603.111196088673	823.665599809051	565.02600756688	2907.66745497675	113.009057726902	1156.91210552341	1639.32566480856	8155.336440104	3409.22810767435	762.074964323997	270.576258591038	367.91047632824	1145.13902310265	433.334129405393	440.61057192662	1458.21000774126	136.790074730924	628.858547567625	145.947202807285	694.619301877962	1031.19741659099	413.065247098877	264.283698947047
MET-SAM-PWY	superpathway of S-adenosyl-L-methionine biosynthesis	92922.0083501605	93280.2432631153	67378.5354132535	75878.0518685664	125994.351998895	90578.7225318782	85634.2898023224	69837.8679773949	60575.0896631456	96490.5451324753	111786.903079328	54955.7212743757	73527.8647155728	74347.3269562733	126175.176817543	67969.0819640818	86599.4016251959	88376.1922433266	61339.0382919008	62204.5782851476	94202.5718796548	91406.5329010045	63568.2156303373	358982.107625585	108260.72396454	57233.0601366739	88057.6997761999	82186.1058858529	129547.637263523	98373.1027378897	122386.107735604	51901.0626478835	108817.326419842	82976.9081345623	131305.944253881	96070.0324037564	107917.67002132	85245.950885967	100755.423763738	147290.476226862	104163.38855653	89619.8950493619	99728.274134411	78261.2689528446	99949.3476439986	27038.9636967005	77164.7030501197	92078.2962080853	125207.557632728	93795.5823185523
NAD-BIOSYNTHESIS-II	NAD salvage pathway II	14667.3840389783	15290.8374323586	9691.18664017542	13520.8551234758	32936.6620081081	30263.5120561513	29186.0434253256	28541.8957739274	27238.2791100142	25784.1549960491	32026.5982935314	17406.2641064148	14551.1157327376	23716.9331702712	34184.7075102087	20990.2787320311	22461.8039947669	30990.0180072199	18195.9571235285	32181.6919451524	29316.2826130989	27700.1762589443	19905.2317357517	112797.447366297	15384.4156574147	10883.5342012781	21557.5890291972	21158.6483320286	34662.831932194	24190.0629882114	30545.6974654593	16646.1372158841	22382.227786495	18386.4975929747	43951.6499407484	50305.8265423832	18325.3969341078	16034.9079361515	25047.1133434502	32637.0476690683	20507.4004709786	19599.035380469	16500.5715378892	14571.0487560772	24621.3584886692	8668.41477703409	12147.0522710129	15799.8132177615	27978.9165223923	24107.6907304119
NADSYN-PWY	NAD biosynthesis II (from tryptophan)	6534.2459248031	9046.420419348	5229.67006612109	2301.03226534339	4647.98438941277	1205.55533162548	619.951523982831	1082.51527525689	948.655228411414	2255.24200946772	1541.98216078804	1208.24449503306	4660.69564472404	1245.27649242109	1227.26980057246	793.663469400673	1964.94989706817	6371.27999883223	1157.94617450833	1425.86762688763	1170.36060491225	1067.69895183175	1416.91671724464	3420.50648628033	6548.75701002056	4611.66129213032	2168.39773523138	3267.86331291961	9752.67852705645	2589.10403494141	5506.88331070729	785.11700756239	4569.92670096112	3657.76394997365	13344.9390193593	5078.88770490743	4764.04932776573	3981.28953709822	3240.64707229314	4577.80650655522	3365.94746860969	2582.18197518547	13745.8651123753	4608.68031938312	1201.38206362696	463.600381092056	7835.65690778788	11684.0899521571	5734.45688997319	2879.69599158789
NAGLIPASYN-PWY	lipid IVA biosynthesis	141068.55883284	164022.939049237	111977.727108797	110267.018734553	112228.523717978	124228.338819026	77898.4493726617	99047.0847632953	96084.6903837607	101764.688404624	119457.149492923	89778.1809671643	101579.451214959	99651.5126924518	120548.54798642	69334.6247750739	61979.6405284625	71943.6817966951	55959.1487999315	40774.2598928251	108490.201492623	92255.3881670893	72381.5588495654	321436.473675155	166343.271159008	94892.676118259	121370.270085941	121900.667425662	111801.458484046	99640.8083594275	140283.68388672	55840.7939461211	123420.066880052	110805.712582421	193269.176582703	130004.16407563	142229.103543715	126619.228190084	101249.828973087	140012.089748103	124492.67190275	105523.766891876	138664.691673353	122573.464823799	141425.409488203	39976.5868973344	96825.9513128257	138156.439565003	140031.521304485	98009.9768660101
